Id,Name,DepartmentId,CategoryId,CategoryUniqueIdentifier,BrandId,BrandName,LinkId,RefId,IsVisible,Description,DescriptionShort,ReleaseDate,KeyWords,Title,IsActive,TaxCode,MetaTagDescription,SupplierId,ShowWithoutStock,AdWordsRemarketingCode,LomadeeCampaignCode,Score
,Men's Clean Climb Catalog Regenerative Organic Certified™ Cotton T-Shirt - White,,,1-1-1,,Patagonia,Mens-Clean-Climb-Catalog-Regenerative-Organic-Certified-Cotton-Shirt-P000209017,P000209017,true,"In 1972, Yvon Chouinard committed to making gear that does less harm after seeing how pitons damaged rock. Rooted in this ethos, our Clean Climbing collection features functional, durable products built with recycled materials, or Regenerative Organic Certified™ cotton from farms working toward the highest organic standard, which aims to rehabilitate soil, respect animal welfare and improve the lives of farmers; these practices reduce greenhouse gas emissions and could help trap more carbon than conventional agriculture. Fair Trade Certified™ sewn.",,2021-10-01T00:00:00,"Patagonia, Men, Organic, Cotton, T-shirt",Men's Clean Climb Catalog Regenerative Organic Certified™ Cotton T-Shirt - White,true,,Men's Clean Climb Catalog Regenerative Organic Certified™ Cotton T-Shirt - White,,true,,,
,Blue Version Loop Tee,,,1-1-1,,Adidas,blue-version-loop-tee-P000209019,P000209019,true,"""Blue Version is really about capturing a moment. An obscure or culturally significant highpoint in our past that we want to accelerate and bring forward."" — Originals Senior Design Director, Stefano Pierre Beruschi",,2021-10-01T00:00:00,"Adidas, T-shirt, Tee, Men",Blue Version Loop Tee,true,,Blue Version Loop Tee,,true,,,
,Terrex MYSHELTER PrimaLoft Parley Padded Jacket - White,,,1-1-1,,Adidas,terrex-myshelter-primaloft-parley-padded-jacket-P000209025,P000209025,true,The Terrex MYSHELTER PrimaLoft Parley Padded Jacket is a functional and stylish way to keep warm and comfortable on the trail this winter.,,2021-10-01T00:00:00,"Adidas, Jacket, Terrex, Men",Terrex MYSHELTER PrimaLoft Parley Padded Jacket - White,true,,Terrex MYSHELTER PrimaLoft Parley Padded Jacket - White,,true,,,
,Men's Superlight New Co Jacket,,,1-1-1,,Osklen,mens-superlight-new-co-jacket-P000209030,P000209030,true,"New version of our men’s superlight jacket made from superlight recycled nylon, with a waterproof finish and sealed seams. Ideal for travel and everyday life as it is a practical, light and easy piece to carry. This piece is part of our Redesign Waste project. It was produced with recycled polyamide certified by the GRS (Global Recycle Standard), a raw material made from repurposed fishing nets that were abandoned in the ocean. ",,2021-10-01T00:00:00,"Osklen, Jacket, Superlight, Men",Men's Superlight New Co Jacket,true,,Men's Superlight New Co Jacket,,true,,,
,Men's Zero Gravity French Terry Crew - Black,,,1-1-1,,Nike,sportswear-mens-zero-gravity-french-terry-crew-P000209035,P000209035,true,"If there was ever a shoe that could complement the technical look of spacesuits, it's the AF-1. The Nike Sportswear Zero Gravity Crew brings that idea to life to help give your cold-weather wardrobe a lift. Printed on a premium French terry fabric, the graphic has a smooth feel that's accented by an embroidered Futura logo on the chest.",,2021-10-01T00:00:00,"Nike, Men, T-shirt",Men's Zero Gravity French Terry Crew - Black,true,,Men's Zero Gravity French Terry Crew - Black,,true,,,
,Men's Regular Fit Linen Shirt - Navy,,,1-1-1,,Lacoste,mens-regular-fit-linen-shirt-P000209036,P000209036,true,"Crafted in linen, this summer shirt has a buttoned collar. This fresh and iconic piece is available in a range of the season's hottest colors.",,2021-10-01T00:00:00,"Lacoste, Men, Shirt, Linen",Men's Regular Fit Linen Shirt - Navy,true,,Men's Regular Fit Linen Shirt - Navy,,true,,,
,Utility Shirt Jacket - Tan,,,1-1-1,,Tommy Hilfiger,utility-shirt-jacket-P000210538,P000210538,true,"Tommy Hilfiger men's jacket. Our dialed-up version of the shirt jacket balances workwear utility with urban polish. Made from cotton infused with stretch, it's the perfect 'go anywhere' outer layer for transitional days.",,2021-10-01T00:00:00,"Tommy Hilfiger, Utility, Jacket, Men",Utility Shirt Jacket - Tan,true,,Utility Shirt Jacket - Tan,,true,,,
,Essential Regatta Jacket - Red,,,1-1-1,,Tommy Hilfiger,essential-regatta-jacket-P000210540,P000210540,true,"Tommy Hilfiger men's jacket. Our jacket features a water resistant shell, a mock collar with a packable hood, and reverse entry front pockets. Finished in signature Tommy style with a striped inner collar and hem, and logo branding.",,2021-10-01T00:00:00,"Tommy Hilfiger, Men, Jacket",Essential Regatta Jacket - Red,true,,Essential Regatta Jacket - Red,,true,,,
,Essential Colorblock Sweater,,,1-1-1,,Tommy Hilfiger,essential-colorblock-sweater-P000210547,P000210547,true,"Tommy Hilfiger men's sweater. Made from premium cotton and styled in an easy fit, our sweaters are soft, comfortable layers.",,2021-10-01T00:00:00,"Tommy Hilfiger, Sweater, Men, Colorblock",Essential Colorblock Sweater,true,,Essential Colorblock Sweater,,true,,,
,Mens Basic Linen Tailored Shorts - Black,,,1-1-2,,Osklen,mens-basic-linen-tailored-shorts-P000210548,P000210548,true,"Slim fit shorts. Linen + elastane fabric, for added comfort. Pre-washed and softened.",,2021-10-01T00:00:00,"Osklen, Men, Linen, Shorts",Mens Basic Linen Tailored Shorts - Black,true,,Mens Basic Linen Tailored Shorts - Black,,true,,,
,Mens Fluid Linen Tailored Pants - White,,,1-1-2,,Osklen,mens-fluid-linen-tailored-pants-P000210550,P000210550,true,"Linen + viscose fabric, slim fit, but still very comfotable. Pre-washed and softened.",,2021-10-01T00:00:00,"Osklen, Pants, Linen, Tailored, Men",Mens Fluid Linen Tailored Pants - White,true,,Mens Fluid Linen Tailored Pants - White,,true,,,
,Adicolor Classics Primeblue SST Track Pants - Black,,,1-1-2,,Adidas,adicolor-classics-primeblue-sst-track-pants-P000210563,P000210563,true,"Rumor has it adidas introduced the track suit in '64. We won't confirm, but there's no question the 3-Stripes have spent decades standing out on fields, in stadiums, on streets and everywhere in between. No matter where you are, it somehow never looks out of place. These track pants are clear proof of that. All about ease and comfort, the soft fabric is made from Parley Ocean Plastic yarn that's sourced from upcycled plastic waste.",,2021-10-01T00:00:00,"Adidas, Adicolor, Pants, Men",Adicolor Classics Primeblue SST Track Pants - Black,true,,Adicolor Classics Primeblue SST Track Pants - Black,,true,,,
,R.Y.V. Basic Pants - Black,,,1-1-2,,Adidas,ryv-basic-pants-P000210587,P000210587,true,"These adidas pants are the kind of thing you don't have to think about. Just reach for them and go. You know you'll look good and feel good because the minimalist, soft French terry build takes care of both all in one fell swoop.",,2021-10-01T00:00:00,"Adidas, Pants, RYV",R.Y.V. Basic Pants - Black,true,,R.Y.V. Basic Pants - Black,,true,,,
,514 Straight Fit Men's Jeans,,,1-1-2,,Levi's,514-straight-fit-mens-jeans-P000210588,P000210588,true,Classic straight-fit jeans The right amount of stretch for all-day comfort,,2021-10-01T00:00:00,"Levi's, Men, Jeans, Pants",514 Straight Fit Men's Jeans,true,,514 Straight Fit Men's Jeans,,true,,,
,Men's Baggies Lights - Blue,,,1-1-2,,Patagonia,mens-baggies-lights-shorts-P000212994,P000212994,true,"Multifunctional shorts designed for use in and out of the water, made with quick-drying NetPlus® 96% postconsumer recycled nylon from recycled fishing nets to help reduce ocean plastic pollution, and 4% spandex. Inseam is 6½"".",,2021-10-01T00:00:00,"Patagonia, Baggies, Men",Men's Baggies Lights - Blue,true,,Men's Baggies Lights - Blue,,true,,,
,Men's Strider Pro Running Shorts - Green,,,1-1-2,,Patagonia,mens-strider-pro-running-shorts-7-inch-P000213098,P000213098,true,"Our most technical running shorts. Fast-drying, light and built for long missions when utility is critical. Inseam is 7"". Fair Trade Certified™ sewn.",,2021-10-01T00:00:00,"Patagonia, Men, Shorts, Running",Men's Strider Pro Running Shorts - Green,true,,Men's Strider Pro Running Shorts - Green,,true,,,
,Guard Swim Trunk 5 - Mauve,,,1-1-2,,Hollister,guard-swim-trunk-5-P000213100,P000213100,true,"Shorter-length swim trunks that hit above the knee, interior mesh lining, designed in our ultra-comfortable, 4-way stretch fabric. Featuring a drawstring waistband and mesh-lined side pockets. Imported.",,2021-10-01T00:00:00,"Hollister, Swim, Shorts, Men",Guard Swim Trunk 5 - Mauve,true,,Guard Swim Trunk 5 - Mauve,,true,,,
,Relaxed Essential Shorts - Gray,,,1-1-2,,Abercrombie & Fitch,Relaxed-Essential-Shorts-P000213102,P000213102,true,"Classic 7"" shorts in our softAF fleece fabric and relaxed-fit silhouette, with a thicker waistband for added comfort, exterior drawcords, side pockets and a beveled back pocket for extra storage.  Imported.",,2021-10-01T00:00:00,"Abercrombie, Fitch, Men, Shorts",Relaxed Essential Shorts - Gray,true,,Relaxed Essential Shorts - Gray,,true,,,
,90s Loose Utility Pant - Khaki,,,1-1-2,,Abercrombie & Fitch,90s-loose-utility-pant-P000213687,P000213687,true,"Our newest addition to the 90s Collection, the 90s Loose Utility Pant is designed in a structured canvas fabric with added stretch. These loose-fitting pants are loose through the hip and thigh, featuring utility pockets, wider belt loops and back patch pockets for a more elevated look. Perfect for anything from the office to Happy Hour, these pants are a go-to for everyday casual and elevated outfitting.  Imported.",,2021-10-01T00:00:00,"Abercrombie, Fitch, Men, Pants",90s Loose Utility Pant - Khaki,true,,90s Loose Utility Pant - Khaki,,true,,,
,Samba Vegan Shoes,,,1-2-0,,Adidas,samba-vegan-shoes-P000213692,P000213692,true,"First introduced as an indoor soccer shoe, the adidas Samba has gone on to cover expansive ground. After their time on the field, these shoes made their mark on stages and streets across the globe. Today they look toward a more conscious future. Done up in faux leather, the revamped icon has eliminated any usage of animal based materials. The look is exactly the same as the original, right down to the famous T-toe.",,2021-10-01T00:00:00,"Adidas, Shoes, Samba, Vegan, Men",Samba Vegan Shoes,true,,Samba Vegan Shoes,,true,,,
,Swift Run Shoes - White,,,1-2-0,,Adidas,swift-run-shoes-P000213706,P000213706,true,The Swift takes elements from '80s running designs and adds a modern feel. These knit shoes have a sleek shape that's detailed with embroidered lines. Lightweight cushioning provides all-day comfort.,,2021-10-01T00:00:00,"Adidas, Swift, Men, Shoes",Swift Run Shoes - White,true,,Swift Run Shoes - White,,true,,,
,NMD_R1 Primeblue Shoes - White,,,1-2-0,,Adidas,nmdr1-primeblue-shoes-P000214876,P000214876,true,"Pack your bag, lace up and get going. City adventures beckon in these NMD_R1 shoes. An update to an acclaimed '80s runner from the adidas archive, these modern sneakers have a soft, stretchy knit upper and energy-returning Boost cushioning for all-day comfort. Bold color and signature midsole plugs make a statement, so wherever you're headed, you're sure to show up in style.",,2021-10-01T00:00:00,"Adidas, Primeblue, Shoes",NMD_R1 Primeblue Shoes - White,true,,NMD_R1 Primeblue Shoes - White,,true,,,
,Nike Air Force 1 '07,,,1-2-0,,Nike,air-force-1-07-mens-shoes-P000214877,P000214877,true,"The radiance lives on in the Nike Air Force 1 ’07, the b-ball OG that puts a fresh spin on what you know best: crisp leather, clean colorways and the perfect amount of flash to make you shine. This clean, pure white finish adds the gum sole contrast for a fresh, versatile look with just the right amount of pop.",,2021-10-01T00:00:00,"Nike, Air Force, Men, Shoes",Nike Air Force 1 '07,true,,Nike Air Force 1 '07,,true,,,
,Nike Blazer Low '77 Vintage - White,,,1-2-0,,Nike,blazer-low-77-vintage-mens-shoes-P000214878,P000214878,true,"Originally designed for performance hoops, the Nike Blazer Low offers durability and comfort that lasts. The nearly 1-to-1 remake features crisp leather on the upper with soft suede and synthetic details for added durability and throwback styling.",,2021-10-01T00:00:00,"Nike, Shoes, Blazer, Men",Nike Blazer Low '77 Vintage - White,true,,Nike Blazer Low '77 Vintage - White,,true,,,
,Old Skool Shoes - Black,,,1-2-0,,Vans,men-old-skool-shoes-P000214879,P000214879,true,"The first to bear the iconic side stripe, the Vans Old Skool is a low top, lace-up shoe. It is lined, has padded collars for support and flexibility, re-enforced toecaps to withstand repeated wear, and features the Vans signature waffle outsole for a firmer grip.",,2021-10-01T00:00:00,"Vans, Old Skool, Men",Old Skool Shoes - Black,true,,Old Skool Shoes - Black,,true,,,
,Arizona Vegan - Beige,,,1-2-0,,Birkenstock,Arizona-Vegan-P000214880,P000214880,true,"The legendary two-strap design from BIRKENSTOCK - the Arizona, now in a vegan material. Iconic style with the signature comfort of the BIRKENSTOCK footbed. Featuring a fashion forward canvas upper with tonal buckles. The upper is made from a soft canvas.",,2021-10-01T00:00:00,"Birkenstock, Sandals, Men",Arizona Vegan - Beige,true,,Arizona Vegan - Beige,,true,,,
,Mens Handmade Pirarucu Sneakers,,,1-2-0,,Osklen,mens-handmade-pirarucu-sneakers-P000214881,P000214881,true,Pirarucu leather sneakers Part of the E-fabrics line. Lace-up design with cotton shoelaces. Lining and insole in bovine leather. Handmade outsole in pressed rubber sewn to the quarter in Osklens exclusive design.,,2021-10-01T00:00:00,"Osklen, Men, Sneakers",Mens Handmade Pirarucu Sneakers,true,,Mens Handmade Pirarucu Sneakers,,true,,,
,Authentic Shoes - Black,,,1-2-0,,Vans,Authentic-Shoes-P000214882,P000214882,true,"The Vans Authentic is a lace-up, low top shoe with classic stitching, flag branding, and a waffle thread sole for firmer grip.",,2021-10-01T00:00:00,"Vans, Men, Authentic",Authentic Shoes - Black,true,,Authentic Shoes - Black,,true,,,
,Men's Game Advance Leather Trainers - Green,,,1-2-0,,Lacoste,mens-game-advance-leather-trainers-P000215398,P000215398,true,"Bringing a court aesthetic to everyday work and play, the new Game Advance model twins heritage-informed details with contemporary, urban-inspired touches. Immaculate leather uppers are styled with an on-trend, multi-layered look and sit above amped-up rubber outsoles, while mesh linings ensure lasting breathability and comfort. A colour-pop heel tab and vintage-influenced green branding punctuate the fresh look.",,2021-10-01T00:00:00,"Lacoste, Men, Trainers",Men's Game Advance Leather Trainers - Green,true,,Men's Game Advance Leather Trainers - Green,,true,,,
,Ultraboost 22 Shoes - Black,,,2-2-0,,Adidas,Ultraboost-22-shoes-P000207797,P000207797,true,Say hello to ultimate energy return. Lace up with hundreds of Boost capsules fused together and ready to explode with energy in each step.,,2021-10-01T00:00:00,"Adidas, Ultraboost, Shoes, Women",Ultraboost 22 Shoes - Black,true,,Ultraboost 22 Shoes - Black,,true,,,
,Ultraboost 22 Shoes - Beige,,,2-2-0,,Adidas,Ultraboost-22-shoes-P000208416,P000208416,true,Say hello to ultimate energy return. Lace up with hundreds of Boost capsules fused together and ready to explode with energy in each step.,,2021-10-01T00:00:00,"Adidas, Ultraboost, Shoes, Women",Ultraboost 22 Shoes - Beige,true,,Ultraboost 22 Shoes - Beige,,true,,,
,Nike Air Force 1 Shadow - Coral,,,2-2-0,,Nike,Nike-Air-Force-1-Shadow-P000208645,P000208645,true,Tamiami II lightweight shirt features anti-microbial properties to keep odor-free. Moisture wicking fabric offers sun protection & mesh-lined vents for airflow for breathable comfort. Deep pockets & a rod holder for hands free convenience. International Shipping Prohibited.,,2021-10-01T00:00:00,"Nike, Air, Force, Shoes, Women, Shadow",Nike Air Force 1 Shadow - Coral,true,,Nike Air Force 1 Shadow - Coral,,true,,,
,Nike Air Force 1 Shadow - Orange,,,2-2-0,,Nike,Nike-Air-Force-1-Shadow-P000210513,P000210513,true,Tamiami II lightweight shirt features anti-microbial properties to keep odor-free. Moisture wicking fabric offers sun protection & mesh-lined vents for airflow for breathable comfort. Deep pockets & a rod holder for hands free convenience. International Shipping Prohibited.,,2021-10-01T00:00:00,"Nike, Air, Force, Shoes, Women, Shadow",Nike Air Force 1 Shadow - Orange,true,,Nike Air Force 1 Shadow - Orange,,true,,,
,Stan Smith Shoes - Green,,,2-2-0,,Adidas,Stan-Smith-Shoes-P000210585,P000210585,true,"A legend on the tennis court. A legend on city streets. And now, a champion for the future of the planet.",,2021-10-01T00:00:00,"Stan Smith, Adidas, Women, Shoes",Stan Smith Shoes - Green,true,,Stan Smith Shoes - Green,,true,,,
,Stan Smith Shoes - Dash Green,,,2-2-0,,Adidas,Stan-Smith-Shoes-P000210586,P000210586,true,"A legend on the tennis court. A legend on city streets. And now, a champion for the future of the planet.",,2021-10-01T00:00:00,"Stan Smith, Adidas, Women, Shoes",Stan Smith Shoes - Dash Green,true,,Stan Smith Shoes - Dash Green,,true,,,
,Jadon Smooth Leather Platform Boots,,,2-2-0,,Dr Martens,Jadon-Smooth-Leather-Platform-Boots-P000212437,P000212437,true,"A fierce evolution of our 8-eye boot, the Jadon retains all its original details — grooved edges, yellow stitching and a heel-loop — and adds a chunky, empowering platform sole.",,2021-10-01T00:00:00,"Leather, Dr Martens, Shoes, Women",Jadon Smooth Leather Platform Boots,true,,Jadon Smooth Leather Platform Boots,,true,,,
,Brazil Flip Flops - White,,,2-2-0,,Havaianas,Brazil-Flip-Flops-P000212884,P000212884,true,"A Havaianas icon, the Brazil flip flop is as Brazilian as soccer and samba. Featuring a flag embellishment and tonal Havaianas logo on a matte strap for style. Comfort comes courtesy of our signature textured foot bed and multi-layer sole.",,2021-10-01T00:00:00,"Havaianas, Flip Flops, Women, Shoes, Brazil",Brazil Flip Flops - White,true,,Brazil Flip Flops - White,,true,,,
,Brazil Flip Flops - Orange,,,2-2-0,,Havaianas,Brazil-Flip-Flops-P000212895,P000212895,true,"A Havaianas icon, the Brazil flip flop is as Brazilian as soccer and samba. Featuring a flag embellishment and tonal Havaianas logo on a matte strap for style. Comfort comes courtesy of our signature textured foot bed and multi-layer sole.",,2021-10-01T00:00:00,"Havaianas, Flip Flops, Women, Shoes, Brazil",Brazil Flip Flops - Orange,true,,Brazil Flip Flops - Orange,,true,,,
,Arizona Big Buckle - Pink,,,2-2-0,,Birkenstock,Arizona-Big-Buckle-P000213388,P000213388,true,"The legendary two-strap design from BIRKENSTOCK with an amplified buckle accent - the Arizona Big Buckle. This version features a large, elegant buckle creating a bold yet minimalist design. Shown in nubuck leather.",,2021-10-01T00:00:00,"Sandals, Women, Shoes, Birkenstock",Arizona Big Buckle - Pink,true,,Arizona Big Buckle - Pink,,true,,,
,Arizona Big Buckle - Gray,,,2-2-0,,Birkenstock,Arizona-Big-Buckle-P000213389,P000213389,true,"The legendary two-strap design from BIRKENSTOCK with an amplified buckle accent - the Arizona Big Buckle. This version features a large, elegant buckle creating a bold yet minimalist design. Shown in nubuck leather.",,2021-10-01T00:00:00,"Sandals, Women, Shoes, Birkenstock",Arizona Big Buckle - Gray,true,,Arizona Big Buckle - Gray,,true,,,
